img_path,img_label
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-B0-4696_24791_25902_empty_4245.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-DV-5575_41031_170_empty_6566.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-A3-3329_33439_56652_empty_5311.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-AS-3778_88522_25830_empty_5428.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-CJ-4635_2842_16828_empty_1605.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-A3-3378_3027_37154_empty_5080.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-B4-5832_60319_19587_empty_405.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4173_85905_8473_empty_6763.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-T7-A92I_93332_35130_empty_5978.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-5178_14920_18482_empty_1429.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-B8-A7U6_75373_45396_empty_11422.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-A3-A6NL_316_27767_empty_5008.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4789_81402_9620_empty_1461.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4161_12689_14114_empty_3379.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4756_15869_76596_empty_2007.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4759_10579_55567_empty_9857.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-B0-5711_6782_19817_empty_3635.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4759_8479_57367_empty_9744.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-AS-3778_90022_22530_empty_5507.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4341_108241_2334_empty_6457.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-4759_10279_57667_empty_9847.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-B0-4841_32952_52813_empty_7642.png,2
/mnt/sdb/lxt/SlideCheck/Supervised_Train_Dataset/RenalCell/tissue_classfication/empty/TCGA-BP-5190_13832_74150_empty_1366.png,2
